,code_x,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag,population_density,average_price,houses_sold,no_of_crimes,code_y,latitude,longitude,distance_to_centre,income_price_ratio
703,E12000008,south east,2012,28175.0,7.54,34416.0,43.0,8724737.0,4477000.0,,,0,,223732.91666666666,122349.0,0.0,E12000008,,,,6.500840209979854
704,E12000009,south west,2012,24581.0,7.55,29058.0,47.0,5339637.0,2692000.0,,,0,,190763.41666666666,75650.0,0.0,E12000009,,,,6.5649190125496135
705,E13000001,inner london,2012,38225.0,,55931.0,,3284967.0,,32796.0,1424047.0,0,100.16364800585437,374104.0833333333,39743.0,0.0,E13000001,,,,6.68867145828491
706,E13000002,outer london,2012,29382.0,,34595.0,,5023402.0,,126676.0,1958983.0,0,39.655514856800025,267312.4166666667,54116.0,0.0,E13000002,,,,7.726908994556054
707,E92000001,england,2012,26822.0,7.44,33529.0,43.0,53493729.0,27117000.0,13303728.0,23110962.0,0,4.020957809720704,177488.0,634536.0,0.0,E92000001,,,,5.2935667631006
708,K02000001,united kingdom,2012,26472.0,,32814.0,,63705030.0,31957000.0,,,0,,,,,,,,,
709,K03000001,great britain,2012,26540.0,,32974.0,,61881396.0,31132000.0,,,0,,,,,,,,,
710,K04000001,england and wales,2012,26633.0,,33195.0,,56567796.0,28488000.0,,,0,,,,,,,,,
711,N92000002,northern ireland,2012,23944.0,7.7,27784.0,,1823634.0,825000.0,,,0,,,,,,,,,
712,S92000003,scotland,2012,25780.0,7.53,30792.0,,5313600.0,2643000.0,,,0,,,,,,,,,
713,W92000004,wales,2012,23617.0,7.44,26950.0,,3074067.0,1371000.0,,,0,,,,,,,,,
714,E09000001,city of london,2013,54202.0,,83403.0,39.0,7648.0,463000.0,315.0,5566.0,1,24.27936507936508,570008.6666666666,433.0,0.0,E09000001,,,,6.834390449584147
715,E09000002,barking and dagenham,2013,32248.0,7.01,37214.0,25.0,194352.0,54000.0,3780.0,71937.0,1,51.41587301587302,173733.66666666666,1788.0,16535.0,E09000002,51.5607,0.1557,21.519657638188217,4.668502893176403
716,E09000003,barnet,2013,29353.0,7.4,33766.0,36.0,369088.0,159000.0,8675.0,142835.0,1,42.546167146974064,374770.5833333333,4771.0,23214.0,E09000003,51.6252,-0.1517,14.2740326273208,11.099051807538155
717,E09000004,bexley,2013,28512.0,7.28,32463.0,55.0,236687.0,80000.0,6429.0,95658.0,1,36.81552340955047,213470.25,3378.0,11914.0,E09000004,51.4549,0.1505,20.53710694269428,6.575801681914795
718,E09000005,brent,2013,28034.0,7.41,34480.0,41.0,317264.0,125000.0,4323.0,113305.0,1,73.38977561878325,339655.75,2465.0,24684.0,E09000005,51.5588,-0.2817,12.14358294359479,9.850804814385151
719,E09000006,bromley,2013,28126.0,7.53,34133.0,50.0,317899.0,129000.0,15013.0,136304.0,1,21.17491507360288,296669.25,5486.0,19488.0,E09000006,51.4039,0.0198,15.064832628203135,8.6915668121759
720,E09000007,camden,2013,36336.0,7.11,45539.0,29.0,229719.0,355000.0,2179.0,100760.0,1,105.42404772831574,667447.5833333334,2930.0,29303.0,E09000007,51.529,-0.1255,3.6279769036763025,14.656614842955124
721,E09000008,croydon,2013,30939.0,7.36,35213.0,42.0,372752.0,130000.0,8650.0,149697.0,1,43.09271676300578,234439.83333333334,4852.0,28451.0,E09000008,51.3714,-0.0977,14.26579895663847,6.657763704692396
722,E09000009,ealing,2013,29733.0,7.24,33210.0,40.0,342494.0,152000.0,5554.0,128862.0,1,61.66618653222903,338088.8333333333,3848.0,26733.0,E09000009,51.513,-0.3089,12.048618228053073,10.180332229248219
723,E09000010,enfield,2013,25805.0,7.28,30011.0,39.0,320524.0,118000.0,8220.0,122888.0,1,38.99318734793187,261604.41666666666,3416.0,22355.0,E09000010,51.6538,-0.0799,17.868230963120343,8.716951006853042
724,E09000011,greenwich,2013,29251.0,7.15,33060.0,39.0,264008.0,86000.0,5044.0,104623.0,1,52.34099920697859,253399.25,3534.0,19742.0,E09000011,51.4892,0.0648,14.058967000927177,7.664829098608591
725,E09000012,hackney,2013,33097.0,7.05,39044.0,25.0,257379.0,111000.0,1905.0,104365.0,1,135.10708661417323,372669.0,2720.0,26289.0,E09000012,51.545,-0.0553,7.7838292956355035,9.544846839463169
726,E09000013,hammersmith and fulham,2013,34554.0,7.4,42349.0,21.0,178685.0,141000.0,1715.0,83281.0,1,104.18950437317784,631529.0833333334,3013.0,19343.0,E09000013,51.4927,-0.2339,6.732919769826576,14.912491046620543
727,E09000014,haringey,2013,29609.0,7.28,32408.0,36.0,263386.0,84000.0,2960.0,106033.0,1,88.98175675675675,372233.6666666667,2665.0,21475.0,E09000014,51.6,-0.1119,11.569050505698213,11.48585740146466
728,E09000015,harrow,2013,25784.0,7.51,31504.0,49.0,243373.0,78000.0,5046.0,87709.0,1,48.230875941339676,319397.6666666667,2574.0,12448.0,E09000015,51.5898,-0.3346,17.134422659769427,10.138321059759608
729,E09000016,havering,2013,29858.0,7.51,32758.0,32.0,242080.0,91000.0,11446.0,99463.0,1,21.149746636379522,226428.83333333334,3574.0,15482.0,E09000016,51.5812,0.1837,24.14672312021206,6.912169037588782
730,E09000017,hillingdon,2013,35738.0,7.5,40911.0,43.0,286808.0,213000.0,11570.0,106363.0,1,24.788936905790838,270594.75,3355.0,19110.0,E09000017,51.5441,-0.476,24.085708432477933,6.6142296692821
731,E09000018,hounslow,2013,31173.0,7.33,38522.0,35.0,262407.0,167000.0,5659.0,97704.0,1,46.36985333097721,290577.3333333333,2850.0,20016.0,E09000018,51.4746,-0.368,16.226645851389918,7.543152830417251
732,E09000019,islington,2013,37325.0,7.35,56967.0,33.0,215671.0,220000.0,1486.0,99015.0,1,145.13526244952894,495766.25,2998.0,24686.0,E09000019,51.5416,-0.1022,5.503385065590428,8.702691909351028
733,E09000020,kensington and chelsea,2013,31307.0,7.67,37906.0,25.0,155594.0,141000.0,1238.0,84957.0,1,125.68174474959612,1126572.8333333333,2646.0,18409.0,E09000020,51.502,-0.1947,4.026561860056956,29.72017182855836
734,E09000021,kingston upon thames,2013,29450.0,7.43,35167.0,46.0,166793.0,80000.0,3726.0,65625.0,1,44.76462694578637,345739.0833333333,2764.0,9465.0,E09000021,51.4085,-0.3064,15.353537182121393,9.831349939810996
735,E09000022,lambeth,2013,35397.0,7.01,43350.0,21.0,314242.0,168000.0,2725.0,133598.0,1,115.31816513761468,362965.6666666667,4935.0,33063.0,E09000022,51.4607,-0.1163,4.315516335946771,8.372910419069589
736,E09000023,lewisham,2013,30478.0,7.34,30909.0,18.0,286180.0,82000.0,3532.0,120637.0,1,81.02491506228766,260815.08333333334,4218.0,22879.0,E09000023,51.4452,-0.0209,9.941177526580391,8.438159867136864
737,E09000024,merton,2013,28610.0,7.43,31960.0,39.0,203223.0,96000.0,3762.0,81842.0,1,54.01993620414673,344544.3333333333,3246.0,12000.0,E09000024,51.4014,-0.1958,11.412143008083262,10.780486024196913
738,E09000025,newham,2013,29334.0,7.24,32807.0,18.0,318227.0,104000.0,3857.0,104791.0,1,82.50635208711434,222784.16666666666,2386.0,28599.0,E09000025,51.5077,0.0469,12.837886562508078,6.7907509576208325
739,E09000026,redbridge,2013,31215.0,7.47,33442.0,29.0,288272.0,84000.0,5644.0,102138.0,1,51.07583274273565,274824.9166666667,2985.0,20462.0,E09000026,51.559,0.0741,16.19607314473341,8.217956960309392
740,E09000027,richmond upon thames,2013,31997.0,7.6,36611.0,43.0,191365.0,95000.0,5876.0,83176.0,1,32.56722260040844,492115.6666666667,3621.0,10756.0,E09000027,51.4479,-0.326,14.218289870533994,13.441743374031486
741,E09000028,southwark,2013,36198.0,7.58,43807.0,34.0,298465.0,256000.0,2991.0,125566.0,1,99.78769642260114,360749.8333333333,4281.0,32266.0,E09000028,51.5035,-0.0804,4.007074429171071,8.234981471758699
742,E09000029,sutton,2013,30061.0,7.49,33223.0,37.0,195914.0,77000.0,4385.0,80510.0,1,44.6782212086659,252002.75,3006.0,10362.0,E09000029,51.3618,-0.1945,15.584317095239154,7.585189477169431
743,E09000030,tower hamlets,2013,46441.0,7.5,73376.0,28.0,272890.0,269000.0,2158.0,109215.0,1,126.45505097312326,309051.0833333333,4430.0,27529.0,E09000030,51.5099,-0.0059,9.226819979646441,4.2118824047826715
744,E09000031,waltham forest,2013,,7.34,31143.0,33.0,265797.0,81000.0,3881.0,99251.0,1,68.48673022416902,254265.25,2905.0,22640.0,E09000031,51.5908,-0.0134,13.497551209644344,8.164443053013517
745,E09000032,wandsworth,2013,31491.0,7.43,36917.0,20.0,310516.0,134000.0,3522.0,136558.0,1,88.16467915956842,457404.0,6265.0,23071.0,E09000032,51.4567,-0.191,5.855349834248236,12.390064198065932
746,E09000033,westminster,2013,36946.0,7.53,51094.0,21.0,226841.0,717000.0,2203.0,119837.0,1,102.96913300045392,789972.5,3635.0,55722.0,E09000033,51.4973,-0.1372,0.008789911836825091,15.461159823071203
747,E12000001,north east,2013,24113.0,7.47,28460.0,38.0,2610481.0,1132000.0,,,0,,115924.91666666667,30555.0,0.0,E12000001,,,,4.0732577887092996
748,E12000002,north west,2013,25111.0,7.42,29569.0,46.0,7103261.0,3464000.0,,,0,,128915.25,85701.0,0.0,E12000002,,,,4.359810950657783
749,E12000003,yorkshire and the humber,2013,24933.0,7.51,28997.0,44.0,5337711.0,2523000.0,,,0,,,,,,,,,
750,E12000004,east midlands,2013,24918.0,7.55,29415.0,46.0,4598431.0,2186000.0,,,0,,141618.0,65842.0,0.0,E12000004,,,,4.814482406935237
751,E12000005,west midlands,2013,25328.0,7.49,30162.0,42.0,5674712.0,2700000.0,,,0,,148837.75,67535.0,0.0,E12000005,,,,4.934611431602679
752,E12000006,east,2013,26514.0,,31310.0,49.0,5954316.0,2888000.0,,,0,,,,,,,,,
753,E12000007,london,2013,35173.0,7.36,47962.0,34.0,8416543.0,5341000.0,159471.0,3404068.0,0,52.77789065096475,329167.75,111973.0,0.0,E12000007,,,,6.863094741670489
754,E12000008,south east,2013,28315.0,7.6,34214.0,44.0,8792766.0,4565000.0,,,0,,231372.5,145317.0,0.0,E12000008,,,,6.762509499035483
755,E12000009,south west,2013,25242.0,7.56,30016.0,47.0,5377596.0,2745000.0,,,0,,194330.41666666666,89891.0,0.0,E12000009,,,,6.474227634150675
756,E13000001,inner london,2013,38274.0,,55061.0,,3335443.0,,32796.0,1434179.0,0,101.70273813879741,414743.5,47555.0,0.0,E13000001,,,,7.532436751966001
757,E13000002,outer london,2013,30148.0,,34950.0,,5081100.0,,126676.0,1969890.0,0,40.11099182165525,283135.9166666667,64418.0,0.0,E13000002,,,,8.1011707200763
758,E92000001,england,2013,27372.0,7.5,33967.0,43.0,53865817.0,27545000.0,13303728.0,23235684.0,0,4.04892651142597,182581.41666666666,760067.0,0.0,E92000001,,,,5.375258829648384
759,K02000001,united kingdom,2013,27011.0,,33283.0,,64105654.0,32408000.0,,,0,,,,,,,,,
760,K03000001,great britain,2013,27105.0,,33442.0,,62275929.0,31574000.0,,,0,,,,,,,,,
761,K04000001,england and wales,2013,27169.0,,33639.0,,56948229.0,28940000.0,,,0,,,,,,,,,
762,N92000002,northern ireland,2013,23952.0,7.73,27839.0,,1829725.0,834000.0,,,0,,,,,,,,,
763,S92000003,scotland,2013,26489.0,7.58,31486.0,,5327700.0,2634000.0,,,0,,,,,,,,,
764,W92000004,wales,2013,24103.0,7.52,27518.0,,3082412.0,1395000.0,,,0,,,,,,,,,
765,E09000001,city of london,2014,54710.0,,82808.0,34.0,8072.0,498000.0,315.0,6003.0,1,25.625396825396827,709385.4166666666,323.0,0.0,E09000001,,,,8.566629029401346
766,E09000002,barking and dagenham,2014,32698.0,7.32,36323.0,23.0,198294.0,59000.0,3780.0,72668.0,1,52.458730158730155,201172.25,2259.0,16228.0,E09000002,51.5607,0.1557,21.519657638188217,5.538426066128899
767,E09000003,barnet,2014,31162.0,7.54,34936.0,38.0,374915.0,165000.0,8675.0,143948.0,1,43.2178674351585,430363.3333333333,5058.0,23035.0,E09000003,51.6252,-0.1517,14.2740326273208,12.318620715975879
768,E09000004,bexley,2014,28505.0,7.52,31878.0,54.0,239865.0,80000.0,6429.0,96186.0,1,37.309846010265986,244459.58333333334,3944.0,12204.0,E09000004,51.4549,0.1505,20.53710694269428,7.668598510989816
769,E09000005,brent,2014,29514.0,7.24,33484.0,35.0,320762.0,131000.0,4323.0,114039.0,1,74.19893592412676,394687.4166666667,2984.0,25211.0,E09000005,51.5588,-0.2817,12.14358294359479,11.78734370644686
770,E09000006,bromley,2014,27926.0,7.71,33458.0,48.0,321278.0,127000.0,15013.0,136453.0,1,21.399986678212215,347857.3333333333,6169.0,20185.0,E09000006,51.4039,0.0198,15.064832628203135,10.39683583398091
771,E09000007,camden,2014,36748.0,7.25,44629.0,26.0,234846.0,379000.0,2179.0,101214.0,1,107.77696190913262,756486.3333333334,2780.0,27939.0,E09000007,51.529,-0.1255,3.6279769036763025,16.950555319037697
772,E09000008,croydon,2014,31154.0,7.35,34769.0,40.0,376040.0,142000.0,8650.0,150992.0,1,43.472832369942196,274827.4166666667,6010.0,28347.0,E09000008,51.3714,-0.0977,14.26579895663847,7.904380818161773
773,E09000009,ealing,2014,28825.0,7.6,32716.0,40.0,342118.0,159000.0,5554.0,129631.0,1,61.59848757652143,400039.1666666667,3502.0,25712.0,E09000009,51.513,-0.3089,12.048618228053073,12.227630720952032
774,E09000010,enfield,2014,25805.0,7.45,29804.0,39.0,324574.0,127000.0,8220.0,123400.0,1,39.48588807785888,294515.6666666667,3904.0,22412.0,E09000010,51.6538,-0.0799,17.868230963120343,9.881749653290386
775,E09000011,greenwich,2014,28954.0,7.33,31690.0,34.0,268678.0,95000.0,5044.0,105735.0,1,53.266851704996036,298351.5833333333,4625.0,20624.0,E09000011,51.4892,0.0648,14.058967000927177,9.414691806037656
776,E09000012,hackney,2014,33116.0,7.43,40241.0,25.0,263150.0,131000.0,1905.0,105490.0,1,138.13648293963254,456388.5,2918.0,25200.0,E09000012,51.545,-0.0553,7.7838292956355035,11.341380681394597
777,E09000013,hammersmith and fulham,2014,33688.0,7.56,38677.0,21.0,178365.0,148000.0,1715.0,83907.0,1,104.00291545189505,721099.75,2870.0,19752.0,E09000013,51.4927,-0.2339,6.732919769826576,18.644148977428447
778,E09000014,haringey,2014,30325.0,7.38,33616.0,37.0,267541.0,90000.0,2960.0,106507.0,1,90.38547297297298,435807.8333333333,2926.0,23549.0,E09000014,51.6,-0.1119,11.569050505698213,12.964297755037283
779,E09000015,harrow,2014,26037.0,7.49,29957.0,45.0,246011.0,89000.0,5046.0,88004.0,1,48.75366627031312,360795.8333333333,2803.0,12299.0,E09000015,51.5898,-0.3346,17.134422659769427,12.0437905442245
780,E09000016,havering,2014,30003.0,7.62,33536.0,32.0,245974.0,90000.0,11446.0,99619.0,1,21.48995282194653,259267.25,4246.0,15244.0,E09000016,51.5812,0.1837,24.14672312021206,7.731012941316794
781,E09000017,hillingdon,2014,33984.0,7.63,42606.0,44.0,292690.0,220000.0,11570.0,106917.0,1,25.297320656871218,305781.9166666667,3831.0,21633.0,E09000017,51.5441,-0.476,24.085708432477933,7.176968423852666
782,E09000018,hounslow,2014,33038.0,7.57,41473.0,35.0,265568.0,164000.0,5659.0,98390.0,1,46.928432585262414,324525.8333333333,3335.0,20362.0,E09000018,51.4746,-0.368,16.226645851389918,7.824990556104774
783,E09000019,islington,2014,36751.0,7.36,59007.0,33.0,221030.0,231000.0,1486.0,100258.0,1,148.7415881561238,585171.3333333334,2876.0,25694.0,E09000019,51.5416,-0.1022,5.503385065590428,9.916981601052983
784,E09000020,kensington and chelsea,2014,30002.0,7.65,36844.0,25.0,156190.0,141000.0,1238.0,85553.0,1,126.16316639741518,1288405.6666666667,2704.0,18460.0,E09000020,51.502,-0.1947,4.026561860056956,34.96921253573626
785,E09000021,kingston upon thames,2014,30768.0,7.52,35833.0,46.0,169958.0,82000.0,3726.0,65886.0,1,45.61406333870102,406106.5,3058.0,9582.0,E09000021,51.4085,-0.3064,15.353537182121393,11.333310077303045
786,E09000022,lambeth,2014,34491.0,7.41,44566.0,28.0,318216.0,180000.0,2725.0,134852.0,1,116.7765137614679,433624.8333333333,4973.0,33092.0,E09000022,51.4607,-0.1163,4.315516335946771,9.729947344014121
787,E09000023,lewisham,2014,29983.0,7.33,32256.0,17.0,291933.0,88000.0,3532.0,121350.0,1,82.65373725934315,315812.5833333333,4612.0,21838.0,E09000023,51.4452,-0.0209,9.941177526580391,9.790816695601851
788,E09000024,merton,2014,27539.0,7.64,31917.0,38.0,203515.0,97000.0,3762.0,82282.0,1,54.09755449229134,419976.8333333333,3147.0,11917.0,E09000024,51.4014,-0.1958,11.412143008083262,13.158405656337791
789,E09000025,newham,2014,29061.0,7.54,33619.0,17.0,324322.0,112000.0,3857.0,106760.0,1,84.08659579984445,258312.25,3045.0,28826.0,E09000025,51.5077,0.0469,12.837886562508078,7.683519735863649
790,E09000026,redbridge,2014,31127.0,7.55,33732.0,29.0,293055.0,89000.0,5644.0,102396.0,1,51.923281360737064,304162.4166666667,3693.0,20315.0,E09000026,51.559,0.0741,16.19607314473341,9.017028835131825
791,E09000027,richmond upon thames,2014,31533.0,7.54,36975.0,41.0,193585.0,95000.0,5876.0,83540.0,1,32.94503063308373,577055.3333333334,3466.0,10717.0,E09000027,51.4479,-0.326,14.218289870533994,15.606635113815642
792,E09000028,southwark,2014,34612.0,7.43,40893.0,35.0,302538.0,282000.0,2991.0,127217.0,1,101.14944834503511,427767.5,3990.0,29870.0,E09000028,51.5035,-0.0804,4.007074429171071,10.460653412564497
793,E09000029,sutton,2014,25797.0,7.6,30752.0,38.0,198134.0,78000.0,4385.0,80810.0,1,45.184492588369444,291132.1666666667,3448.0,10787.0,E09000029,51.3618,-0.1945,15.584317095239154,9.467096990981616
794,E09000030,tower hamlets,2014,48309.0,7.54,74087.0,28.0,284015.0,278000.0,2158.0,109875.0,1,131.61028730305839,382241.6666666667,5180.0,26723.0,E09000030,51.5099,-0.0059,9.226819979646441,5.159362191297618
795,E09000031,waltham forest,2014,26484.0,7.64,28426.0,36.0,268020.0,84000.0,3881.0,99640.0,1,69.05952074207678,314934.25,3566.0,20891.0,E09000031,51.5908,-0.0134,13.497551209644344,11.079091324843453
796,E09000032,wandsworth,2014,31085.0,7.47,35182.0,21.0,312145.0,134000.0,3522.0,137757.0,1,88.62720045428733,544515.0833333334,6064.0,21999.0,E09000032,51.4567,-0.191,5.855349834248236,15.477092926307014
797,E09000033,westminster,2014,37260.0,7.45,51099.0,19.0,233292.0,737000.0,2203.0,120367.0,1,105.8974126191557,922702.1666666666,3640.0,49225.0,E09000033,51.4973,-0.1372,0.008789911836825091,18.057147237062694
798,E12000001,north east,2014,24904.0,7.57,28957.0,38.0,2618710.0,1162000.0,,,0,,118569.25,37425.0,0.0,E12000001,,,,4.094666229236454
799,E12000002,north west,2014,25262.0,7.56,29901.0,47.0,7132991.0,3523000.0,,,0,,134890.58333333334,106022.0,0.0,E12000002,,,,4.511239869346622
800,E12000003,yorkshire and the humber,2014,24999.0,7.55,28957.0,44.0,5360027.0,2585000.0,,,0,,,,,,,,,
801,E12000004,east midlands,2014,25000.0,7.64,29346.0,45.0,4637413.0,2232000.0,,,0,,151189.0,80522.0,0.0,E12000004,,,,5.151945750698562
802,E12000005,west midlands,2014,24963.0,7.57,29550.0,42.0,5713284.0,2742000.0,,,0,,156994.5,82107.0,0.0,E12000005,,,,5.312842639593908
803,E12000006,east,2014,26817.0,,32035.0,49.0,6018383.0,2979000.0,,,0,,,,,,,,,
804,E12000007,london,2014,35034.0,7.49,48263.0,33.0,8538689.0,5603000.0,159471.0,3427645.0,0,53.543835556308046,386124.3333333333,121949.0,0.0,E12000007,,,,8.000421302723273
805,E12000008,south east,2014,28607.0,7.73,34646.0,45.0,8873818.0,4651000.0,,,0,,254201.41666666666,169830.0,0.0,E12000008,,,,7.337107217764436
806,E12000009,south west,2014,25585.0,7.66,30163.0,48.0,5423303.0,2849000.0,,,0,,206628.75,107001.0,0.0,E12000009,,,,6.850404469051487
807,E13000001,inner london,2014,38229.0,,55238.0,,3395655.0,,32796.0,1447110.0,0,103.5386937431394,491868.25,48901.0,0.0,E13000001,,,,8.904526775046165
808,E13000002,outer london,2014,30000.0,,35118.0,,5143034.0,,126676.0,1980536.0,0,40.59990842780006,328554.5,73048.0,0.0,E13000002,,,,9.355729255652372
809,E92000001,england,2014,27485.0,7.6,34214.0,44.0,54316618.0,28327000.0,13303728.0,23372289.0,0,4.0828118253770675,197771.08333333334,901214.0,0.0,E92000001,,,,5.78041396309503
810,K02000001,united kingdom,2014,27215.0,,33516.0,,64596752.0,33305000.0,,,0,,,,,,,,,
811,K03000001,great britain,2014,27297.0,,33662.0,,62756254.0,32456000.0,,,0,,,,,,,,,
812,K04000001,england and wales,2014,27321.0,,33881.0,,57408654.0,29723000.0,,,0,,,,,,,,,
813,N92000002,northern ireland,2014,24491.0,7.89,28263.0,,1840498.0,848000.0,,,0,,,,,,,,,
814,S92000003,scotland,2014,27038.0,7.66,31484.0,,5347600.0,2733000.0,,,0,,,,,,,,,
815,W92000004,wales,2014,24453.0,7.56,27759.0,,3092036.0,1396000.0,,,0,,,,,,,,,
816,E09000001,city of london,2015,54034.0,,77754.0,31.0,8760.0,541000.0,315.0,6229.0,1,27.80952380952381,760253.1666666666,308.0,0.0,E09000001,,,,9.77767274566796
817,E09000002,barking and dagenham,2015,33018.0,7.45,36705.0,19.0,201979.0,62000.0,3780.0,73182.0,1,53.43359788359788,233460.08333333334,2405.0,17180.0,E09000002,51.5607,0.1557,21.519657638188217,6.360443627117105
818,E09000003,barnet,2015,30900.0,7.53,34730.0,37.0,379691.0,168000.0,8675.0,145272.0,1,43.76841498559078,478688.0833333333,5125.0,24623.0,E09000003,51.6252,-0.1517,14.2740326273208,13.7831293790191
819,E09000004,bexley,2015,29664.0,7.41,33367.0,52.0,242142.0,86000.0,6429.0,96996.0,1,37.664022398506766,274209.25,3942.0,12346.0,E09000004,51.4549,0.1505,20.53710694269428,8.217977342883687
820,E09000005,brent,2015,29987.0,7.55,34281.0,36.0,324012.0,136000.0,4323.0,115598.0,1,74.95072866065233,440951.75,3126.0,25628.0,E09000005,51.5588,-0.2817,12.14358294359479,12.862861351769201
821,E09000006,bromley,2015,30444.0,7.54,35238.0,46.0,324857.0,124000.0,15013.0,136864.0,1,21.638380070605475,385681.5,6054.0,21100.0,E09000006,51.4039,0.0198,15.064832628203135,10.945045121743572
822,E09000007,camden,2015,36970.0,7.35,45489.0,25.0,241059.0,383000.0,2179.0,101653.0,1,110.62826984855438,787440.9166666666,2487.0,30345.0,E09000007,51.529,-0.1255,3.6279769036763025,17.3105787479757
823,E09000008,croydon,2015,30628.0,7.45,34199.0,38.0,379031.0,144000.0,8650.0,152515.0,1,43.818612716763006,307064.1666666667,5766.0,29332.0,E09000008,51.3714,-0.0977,14.26579895663847,8.97874694191838
824,E09000009,ealing,2015,28657.0,7.65,31980.0,43.0,343059.0,163000.0,5554.0,130528.0,1,61.76791501620454,438310.5833333333,3669.0,27012.0,E09000009,51.513,-0.3089,12.048618228053073,13.70577183656452
825,E09000010,enfield,2015,26230.0,7.3,31041.0,36.0,328433.0,133000.0,8220.0,123799.0,1,39.955352798053525,335503.6666666667,3771.0,22842.0,E09000010,51.6538,-0.0799,17.868230963120343,10.80840393887654
826,E09000011,greenwich,2015,30497.0,7.23,33856.0,35.0,274803.0,96000.0,5044.0,106883.0,1,54.48116574147502,331848.9166666667,4301.0,21614.0,E09000011,51.4892,0.0648,14.058967000927177,9.801775657687461
827,E09000012,hackney,2015,31566.0,7.31,38327.0,25.0,269009.0,136000.0,1905.0,106748.0,1,141.21207349081365,506799.0833333333,2922.0,27290.0,E09000012,51.545,-0.0553,7.7838292956355035,13.223030326749637
828,E09000013,hammersmith and fulham,2015,34652.0,7.68,38176.0,22.0,179410.0,154000.0,1715.0,85267.0,1,104.61224489795919,760833.75,2448.0,20479.0,E09000013,51.4927,-0.2339,6.732919769826576,19.92963511106454
829,E09000014,haringey,2015,30072.0,7.26,33919.0,36.0,272864.0,93000.0,2960.0,106640.0,1,92.18378378378378,480636.0833333333,2765.0,25483.0,E09000014,51.6,-0.1119,11.569050505698213,14.170113603978104
830,E09000015,harrow,2015,26770.0,7.65,31404.0,41.0,247130.0,88000.0,5046.0,88414.0,1,48.975426080063414,408604.5833333333,3107.0,12989.0,E09000015,51.5898,-0.3346,17.134422659769427,13.01122733834331
831,E09000016,havering,2015,30591.0,7.69,33850.0,32.0,249085.0,93000.0,11446.0,100261.0,1,21.761750829984273,291844.8333333333,4188.0,16383.0,E09000016,51.5812,0.1837,24.14672312021206,8.621708517971442
832,E09000017,hillingdon,2015,32681.0,7.46,40529.0,44.0,297735.0,202000.0,11570.0,107462.0,1,25.733362143474505,352748.4166666667,3839.0,21981.0,E09000017,51.5441,-0.476,24.085708432477933,8.703605237402025
833,E09000018,hounslow,2015,33717.0,7.54,43037.0,34.0,268770.0,187000.0,5659.0,98787.0,1,47.49425693585439,351438.0,3333.0,21797.0,E09000018,51.4746,-0.368,16.226645851389918,8.16595022887283
834,E09000019,islington,2015,36679.0,7.29,49576.0,29.0,227692.0,250000.0,1486.0,100756.0,1,153.22476446837146,643147.8333333334,2382.0,28163.0,E09000019,51.5416,-0.1022,5.503385065590428,12.972967430477114
835,E09000020,kensington and chelsea,2015,31524.0,7.78,38848.0,26.0,157711.0,150000.0,1238.0,86537.0,1,127.39176090468497,1302102.75,2178.0,19717.0,E09000020,51.502,-0.1947,4.026561860056956,33.51788380354201
836,E09000021,kingston upon thames,2015,28635.0,7.71,31728.0,46.0,173525.0,95000.0,3726.0,66412.0,1,46.57139023081052,438002.5833333333,2626.0,10088.0,E09000021,51.4085,-0.3064,15.353537182121393,13.80492257102034
837,E09000022,lambeth,2015,34852.0,7.41,45180.0,29.0,324431.0,185000.0,2725.0,136263.0,1,119.05724770642202,471614.0,4647.0,34529.0,E09000022,51.4607,-0.1163,4.315516335946771,10.438556883576805
838,E09000023,lewisham,2015,30932.0,7.14,32602.0,18.0,297325.0,83000.0,3532.0,122818.0,1,84.1803510758777,355049.9166666667,4402.0,24285.0,E09000023,51.4452,-0.0209,9.941177526580391,10.890433613479747
839,E09000024,merton,2015,30040.0,7.56,32907.0,35.0,204565.0,98000.0,3762.0,82707.0,1,54.37666135034556,457702.25,2984.0,12660.0,E09000024,51.4014,-0.1958,11.412143008083262,13.908963138541951
840,E09000025,newham,2015,28886.0,7.73,33127.0,15.0,332817.0,114000.0,3857.0,108810.0,1,86.28908478091782,297558.0833333333,3082.0,30275.0,E09000025,51.5077,0.0469,12.837886562508078,8.982343204435455
841,E09000026,redbridge,2015,29098.0,7.87,33182.0,28.0,296793.0,92000.0,5644.0,102653.0,1,52.58557760453579,343795.3333333333,3464.0,19558.0,E09000026,51.559,0.0741,16.19607314473341,10.360898479095091
842,E09000027,richmond upon thames,2015,32660.0,7.74,38060.0,41.0,194730.0,102000.0,5876.0,83781.0,1,33.13989108236896,618778.0,3258.0,10733.0,E09000027,51.4479,-0.326,14.218289870533994,16.25796111403048
843,E09000028,southwark,2015,36238.0,7.49,42316.0,35.0,308901.0,289000.0,2991.0,128358.0,1,103.27683049147443,467867.5833333333,4056.0,31210.0,E09000028,51.5035,-0.0804,4.007074429171071,11.056517235403472
844,E09000029,sutton,2015,27355.0,7.45,32427.0,35.0,200145.0,80000.0,4385.0,81237.0,1,45.64310148232611,322932.25,3406.0,10877.0,E09000029,51.3618,-0.1945,15.584317095239154,9.95874579825454
